Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-10-17,Monitor,Houston,9,1786.54,16078.86,Debit Card,1604.55,14474.31
2023-04-21,Headphones,Houston,12,911.46,10937.52,Online Payment,3214.77,7722.75
2023-07-16,Laptop,Chicago,7,1481.89,10373.23,Online Payment,455.17,9918.06
2023-02-20,Laptop,Houston,15,1916.66,28749.9,Credit Card,4539.1,24210.8
2023-11-03,Smartphone,Chicago,11,911.49,10026.39,Debit Card,2991.4,7034.99
2023-02-04,Smartphone,Chicago,14,943.55,13209.7,Online Payment,1192.58,12017.12
2023-07-04,Keyboard,Los Angeles,5,1183.97,5919.85,Credit Card,459.75,5460.1
2023-12-13,Headphones,Houston,12,1243.39,14920.68,Credit Card,856.18,14064.5
2023-08-30,Mouse,Los Angeles,7,1257.1,8799.7,Online Payment,1327.09,7472.61
2023-11-21,Tablet,Chicago,11,189.28,2082.08,Bank Transfer,404.83,1677.25
2023-07-26,Keyboard,Houston,17,521.35,8862.95,Debit Card,272.15,8590.8
2023-07-20,Laptop,Los Angeles,10,312.94,3129.4,Cash,735.25,2394.15
2023-04-13,Headphones,Chicago,5,1994.97,9974.85,Bank Transfer,334.97,9639.88
2023-06-25,Mouse,Chicago,15,1762.81,26442.15,Credit Card,5071.31,21370.84
2023-03-01,Monitor,Houston,13,1970.86,25621.18,Online Payment,1160.9,24460.28
2023-10-26,Laptop,Chicago,5,1292.39,6461.95,Debit Card,1798.37,4663.58
2023-10-10,Mouse,Houston,14,1674.93,23449.02,Cash,3089.85,20359.17
2023-04-27,Laptop,Los Angeles,17,202.92,3449.64,Bank Transfer,945.06,2504.58
2023-01-17,Mouse,Chicago,4,739.16,2956.64,Debit Card,667.9,2288.74
2023-10-01,Laptop,Los Angeles,9,1478.95,13310.55,Debit Card,423.17,12887.38
2023-05-02,Smartphone,Los Angeles,4,1047.0,4188.0,Cash,813.74,3374.26
2023-06-14,Smartphone,New York,9,466.6,4199.4,Credit Card,63.19,4136.21
2023-03-23,Laptop,New York,19,1093.24,20771.56,Bank Transfer,5732.16,15039.4
2023-09-04,Smartphone,Houston,9,751.75,6765.75,Debit Card,542.98,6222.77
2023-10-21,Headphones,New York,7,1849.48,12946.36,Cash,3480.13,9466.23
2023-09-20,Keyboard,Los Angeles,2,226.03,452.06,Cash,38.05,414.01
2023-09-08,Laptop,Houston,7,1111.26,7778.82,Cash,1234.31,6544.51
2023-01-19,Tablet,Phoenix,16,629.48,10071.68,Debit Card,1269.78,8801.9
2023-10-18,Mouse,Los Angeles,14,1735.49,24296.86,Credit Card,1488.14,22808.72
2023-11-02,Tablet,Houston,20,1710.05,34201.0,Debit Card,8989.23,25211.77
2023-07-29,Monitor,Chicago,17,1615.3,27460.1,Credit Card,5515.55,21944.55
2023-05-31,Headphones,Phoenix,18,724.26,13036.68,Credit Card,12.34,13024.34
2023-02-08,Monitor,Los Angeles,20,1488.05,29761.0,Online Payment,6500.18,23260.82
2023-09-06,Keyboard,Los Angeles,15,1783.54,26753.1,Online Payment,5931.12,20821.98
2023-12-08,Smartphone,Chicago,19,1420.75,26994.25,Debit Card,5151.58,21842.67
2023-07-15,Monitor,Los Angeles,15,1644.18,24662.7,Cash,1142.76,23519.94
2023-04-07,Keyboard,Houston,7,1887.35,13211.45,Online Payment,50.37,13161.08
2023-04-21,Smartphone,Phoenix,1,83.78,83.78,Debit Card,17.05,66.73
2023-12-17,Monitor,Houston,3,1894.76,5684.28,Bank Transfer,1492.81,4191.47
2023-06-25,Headphones,Phoenix,13,565.76,7354.88,Credit Card,1375.15,5979.73
2023-06-08,Keyboard,Phoenix,3,393.52,1180.56,Online Payment,114.49,1066.07
2023-08-30,Mouse,Houston,6,1685.8,10114.8,Cash,1929.88,8184.92
2023-07-29,Smartphone,Los Angeles,8,878.15,7025.2,Cash,1360.77,5664.43
2023-07-17,Mouse,Houston,14,247.59,3466.26,Credit Card,975.76,2490.5
2023-12-18,Mouse,Houston,2,1874.8,3749.6,Credit Card,356.72,3392.88
2023-01-06,Tablet,Houston,7,1211.99,8483.93,Bank Transfer,2225.33,6258.6
2023-04-23,Laptop,Phoenix,13,1079.46,14032.98,Debit Card,3526.53,10506.45
2023-09-17,Mouse,Los Angeles,1,241.6,241.6,Bank Transfer,43.53,198.07
2023-01-03,Smartphone,Phoenix,8,1926.33,15410.64,Credit Card,1114.94,14295.7
2023-09-09,Tablet,New York,1,1700.17,1700.17,Online Payment,67.07,1633.1
2023-07-06,Laptop,New York,14,212.48,2974.72,Bank Transfer,331.29,2643.43
2023-05-12,Laptop,Los Angeles,13,518.24,6737.12,Online Payment,1715.72,5021.4
2023-07-23,Monitor,Phoenix,17,1917.6,32599.2,Online Payment,4845.97,27753.23
2023-01-01,Tablet,New York,8,1682.17,13457.36,Bank Transfer,1994.69,11462.67
2023-12-13,Mouse,New York,11,1020.42,11224.62,Credit Card,1666.6,9558.02
2023-06-16,Smartphone,Chicago,16,136.49,2183.84,Credit Card,110.17,2073.67
2023-03-07,Smartphone,Los Angeles,9,1884.26,16958.34,Debit Card,2042.01,14916.33
2023-04-30,Mouse,Los Angeles,18,933.51,16803.18,Debit Card,1727.24,15075.94
2023-12-20,Monitor,Chicago,20,1508.67,30173.4,Bank Transfer,6601.82,23571.58
2023-10-08,Smartphone,Phoenix,12,514.23,6170.76,Debit Card,990.4,5180.36
2023-07-24,Tablet,Phoenix,6,330.11,1980.66,Credit Card,176.19,1804.47
2023-11-08,Mouse,Houston,17,915.0,15555.0,Bank Transfer,1714.78,13840.22
2023-05-20,Laptop,Los Angeles,1,667.74,667.74,Cash,124.03,543.71
2023-09-16,Smartphone,Houston,11,222.62,2448.82,Cash,86.15,2362.67
2023-05-25,Tablet,Phoenix,18,988.52,17793.36,Debit Card,1619.49,16173.87
2023-09-15,Tablet,Chicago,13,458.47,5960.11,Bank Transfer,1375.09,4585.02
2023-01-23,Headphones,Phoenix,15,701.61,10524.15,Cash,772.1,9752.05
2023-07-17,Mouse,Los Angeles,16,167.17,2674.72,Online Payment,704.67,1970.05
2023-09-24,Headphones,Phoenix,6,1855.38,11132.28,Cash,3108.56,8023.72
2023-12-17,Tablet,Chicago,1,808.8,808.8,Online Payment,140.36,668.44
2023-07-17,Mouse,Houston,11,1760.88,19369.68,Debit Card,2458.73,16910.95
2023-12-25,Tablet,New York,17,1866.55,31731.35,Online Payment,6826.23,24905.12
2023-10-30,Mouse,Phoenix,3,1296.8,3890.4,Bank Transfer,994.42,2895.98
2023-06-15,Tablet,Phoenix,5,983.9,4919.5,Cash,619.94,4299.56
2023-10-16,Mouse,New York,4,1459.29,5837.16,Cash,1584.25,4252.91
2023-01-14,Tablet,Chicago,20,985.1,19702.0,Debit Card,349.02,19352.98
2023-01-21,Keyboard,New York,9,1325.64,11930.76,Debit Card,3022.22,8908.54
2023-12-05,Mouse,Los Angeles,17,1242.73,21126.41,Online Payment,322.72,20803.69
2023-05-05,Headphones,Los Angeles,18,1699.64,30593.52,Credit Card,918.73,29674.79
2023-02-26,Headphones,Los Angeles,5,113.03,565.15,Online Payment,107.57,457.58
2023-06-12,Smartphone,Chicago,9,1046.92,9422.28,Credit Card,240.07,9182.21
2023-08-31,Mouse,Los Angeles,18,400.22,7203.96,Bank Transfer,518.12,6685.84
2023-10-19,Keyboard,Chicago,3,437.05,1311.15,Bank Transfer,381.22,929.93
2023-02-02,Mouse,Phoenix,15,1293.11,19396.65,Credit Card,5205.14,14191.51
2023-08-02,Monitor,Los Angeles,20,1703.38,34067.6,Bank Transfer,4531.74,29535.86
2023-04-23,Smartphone,New York,14,802.28,11231.92,Debit Card,18.24,11213.68
2023-04-30,Keyboard,Los Angeles,5,1993.38,9966.9,Cash,1532.27,8434.63
2023-06-28,Monitor,Chicago,12,670.06,8040.72,Debit Card,207.02,7833.7
2023-04-06,Monitor,Phoenix,6,1636.57,9819.42,Credit Card,1171.54,8647.88
2023-09-16,Laptop,Houston,7,1295.48,9068.36,Credit Card,1488.78,7579.58
2023-01-13,Mouse,New York,15,1192.76,17891.4,Credit Card,5030.32,12861.08
2023-03-22,Keyboard,Houston,20,433.65,8673.0,Bank Transfer,1556.69,7116.31
2023-04-01,Mouse,Phoenix,20,524.91,10498.2,Debit Card,395.95,10102.25
2023-06-23,Smartphone,Phoenix,13,72.65,944.45,Bank Transfer,165.34,779.11
2023-07-03,Keyboard,Chicago,3,958.08,2874.24,Credit Card,47.56,2826.68
2023-01-13,Headphones,Chicago,5,501.38,2506.9,Cash,235.95,2270.95
2023-07-29,Tablet,Houston,7,1288.22,9017.54,Debit Card,1155.57,7861.97
2023-04-30,Mouse,Phoenix,8,1777.3,14218.4,Bank Transfer,511.72,13706.68
2023-03-23,Laptop,Phoenix,14,701.0,9814.0,Bank Transfer,1078.69,8735.31
2023-11-28,Tablet,Houston,10,774.48,7744.8,Credit Card,189.77,7555.03
2023-10-24,Smartphone,Los Angeles,7,212.77,1489.39,Bank Transfer,218.62,1270.77
2023-07-21,Mouse,Los Angeles,13,1264.11,16433.43,Cash,2293.31,14140.12
2023-06-25,Mouse,New York,18,1824.97,32849.46,Credit Card,5846.8,27002.66
2023-07-30,Monitor,Houston,2,1309.07,2618.14,Cash,173.18,2444.96
2023-05-25,Mouse,Houston,4,1995.42,7981.68,Debit Card,1945.61,6036.07
2023-12-12,Tablet,Chicago,18,820.62,14771.16,Bank Transfer,537.72,14233.44
2023-07-31,Keyboard,Chicago,1,93.86,93.86,Bank Transfer,0.21,93.65
2023-02-23,Keyboard,Los Angeles,5,1476.33,7381.65,Credit Card,325.19,7056.46
2023-06-06,Laptop,Los Angeles,19,866.85,16470.15,Bank Transfer,10.33,16459.82
2023-11-22,Laptop,New York,10,1388.1,13881.0,Credit Card,2248.39,11632.61
2023-06-02,Mouse,Los Angeles,12,902.48,10829.76,Credit Card,902.11,9927.65
2023-07-16,Laptop,Los Angeles,5,1575.2,7876.0,Bank Transfer,1938.07,5937.93
2023-07-29,Keyboard,New York,9,964.63,8681.67,Online Payment,1631.94,7049.73
2023-12-19,Mouse,Chicago,12,362.92,4355.04,Bank Transfer,529.43,3825.61
2023-11-25,Monitor,Chicago,13,200.74,2609.62,Online Payment,391.32,2218.3
2023-07-01,Monitor,Houston,7,1875.61,13129.27,Credit Card,3352.91,9776.36
2023-07-04,Smartphone,Los Angeles,4,1271.55,5086.2,Cash,1497.5,3588.7
2023-09-16,Mouse,Houston,10,67.35,673.5,Cash,5.28,668.22
2023-10-03,Keyboard,New York,16,1010.52,16168.32,Debit Card,1923.89,14244.43
2023-06-03,Headphones,Houston,9,1154.58,10391.22,Credit Card,2000.63,8390.59
2023-07-08,Headphones,New York,20,1339.54,26790.8,Online Payment,2871.44,23919.36
2023-03-23,Keyboard,Houston,14,1801.08,25215.12,Debit Card,3619.05,21596.07
2023-02-13,Monitor,Phoenix,1,1077.88,1077.88,Credit Card,142.46,935.42
2023-05-14,Laptop,Chicago,20,1662.03,33240.6,Online Payment,5047.45,28193.15
2023-09-05,Mouse,Houston,12,160.76,1929.12,Credit Card,533.55,1395.57
2023-05-29,Tablet,Phoenix,5,78.32,391.6,Cash,24.17,367.43
2023-07-17,Mouse,Chicago,9,1982.59,17843.31,Bank Transfer,1404.09,16439.22
2023-07-19,Headphones,Los Angeles,6,212.29,1273.74,Debit Card,45.95,1227.79
2023-11-14,Monitor,Los Angeles,1,453.89,453.89,Credit Card,102.45,351.44
2023-06-24,Mouse,New York,15,1245.18,18677.7,Debit Card,1052.66,17625.04
2023-04-01,Smartphone,Houston,17,76.67,1303.39,Cash,222.42,1080.97
2023-04-13,Headphones,Los Angeles,7,506.0,3542.0,Credit Card,518.57,3023.43
2023-07-16,Monitor,Chicago,6,1763.52,10581.12,Online Payment,3052.65,7528.47
2023-01-03,Smartphone,Chicago,2,130.88,261.76,Online Payment,4.69,257.07
2023-12-19,Headphones,New York,8,1606.01,12848.08,Bank Transfer,1604.79,11243.29
2023-04-11,Headphones,Phoenix,10,840.9,8409.0,Credit Card,1877.02,6531.98
2024-01-01,Laptop,New York,12,550.82,6609.84,Credit Card,1644.25,4965.59
2023-12-17,Laptop,Chicago,10,123.57,1235.7,Cash,171.42,1064.28
2023-08-19,Tablet,New York,6,249.49,1496.94,Cash,310.16,1186.78
2023-03-12,Tablet,Phoenix,1,403.79,403.79,Bank Transfer,88.01,315.78
2023-02-15,Keyboard,Phoenix,11,796.75,8764.25,Debit Card,2011.52,6752.73
2023-04-16,Monitor,Houston,4,549.78,2199.12,Debit Card,530.15,1668.97
2023-08-23,Keyboard,Chicago,9,855.15,7696.35,Online Payment,189.07,7507.28
2023-10-16,Keyboard,Chicago,4,136.47,545.88,Credit Card,11.93,533.95
2023-10-16,Mouse,New York,18,1556.73,28021.14,Debit Card,2385.34,25635.8
2023-07-14,Smartphone,Houston,5,1582.32,7911.6,Bank Transfer,2050.04,5861.56
2023-05-25,Tablet,New York,18,990.5,17829.0,Debit Card,2351.11,15477.89
2023-12-24,Tablet,Chicago,10,387.69,3876.9,Credit Card,1076.6,2800.3
2023-07-04,Monitor,Phoenix,14,1272.35,17812.9,Debit Card,882.82,16930.08
2023-02-05,Headphones,Los Angeles,20,1788.26,35765.2,Online Payment,6790.41,28974.79
2023-10-25,Monitor,New York,4,1939.08,7756.32,Credit Card,100.49,7655.83
2023-03-28,Tablet,Houston,10,1158.5,11585.0,Debit Card,1025.36,10559.64
2023-12-04,Laptop,Phoenix,4,1105.11,4420.44,Debit Card,678.49,3741.95
2023-04-15,Tablet,Houston,18,1007.18,18129.24,Online Payment,5020.85,13108.39
2023-11-19,Smartphone,Houston,11,35.19,387.09,Bank Transfer,87.64,299.45
2023-04-20,Laptop,New York,9,684.91,6164.19,Online Payment,1101.34,5062.85
2023-06-01,Mouse,Phoenix,19,694.72,13199.68,Debit Card,155.25,13044.43
2023-04-16,Laptop,New York,7,1098.72,7691.04,Bank Transfer,1553.94,6137.1
2023-06-18,Mouse,Los Angeles,12,1533.61,18403.32,Online Payment,1851.42,16551.9
2023-10-15,Laptop,Houston,15,169.32,2539.8,Online Payment,71.51,2468.29
2023-12-18,Laptop,Phoenix,12,804.1,9649.2,Cash,786.76,8862.44
2023-10-24,Laptop,Houston,14,1678.25,23495.5,Cash,2675.91,20819.59
2023-11-12,Keyboard,Houston,6,427.45,2564.7,Online Payment,628.6,1936.1
2023-10-12,Mouse,Los Angeles,9,1030.05,9270.45,Cash,703.78,8566.67
2023-07-08,Mouse,Phoenix,3,1743.4,5230.2,Bank Transfer,543.0,4687.2
2023-10-20,Mouse,Phoenix,12,1843.07,22116.84,Bank Transfer,2680.8,19436.04
2023-09-28,Monitor,New York,8,699.02,5592.16,Debit Card,641.43,4950.73
2023-01-21,Keyboard,Phoenix,17,1083.64,18421.88,Debit Card,4572.32,13849.56
2023-11-01,Tablet,New York,2,1359.94,2719.88,Bank Transfer,730.59,1989.29
2023-10-21,Monitor,Houston,19,1270.53,24140.07,Debit Card,1955.75,22184.32
2023-10-14,Smartphone,Los Angeles,2,1749.03,3498.06,Online Payment,930.5,2567.56
2023-08-27,Laptop,Phoenix,19,1212.17,23031.23,Bank Transfer,418.36,22612.87
2023-09-10,Mouse,Houston,3,1311.98,3935.94,Online Payment,463.94,3472.0
2023-11-26,Mouse,Chicago,7,1384.44,9691.08,Online Payment,1319.24,8371.84
2023-10-28,Smartphone,Houston,9,699.16,6292.44,Credit Card,1270.63,5021.81
2023-11-20,Laptop,Los Angeles,19,1118.61,21253.59,Credit Card,2641.1,18612.49
2023-11-21,Mouse,Phoenix,14,420.11,5881.54,Credit Card,845.81,5035.73
2023-06-06,Monitor,New York,14,1480.23,20723.22,Cash,767.76,19955.46
2023-08-09,Keyboard,Phoenix,13,1859.81,24177.53,Online Payment,405.55,23771.98
2023-08-18,Smartphone,Chicago,13,1620.05,21060.65,Credit Card,1785.09,19275.56
2023-12-23,Mouse,Houston,12,1017.04,12204.48,Online Payment,2452.01,9752.47
2023-11-30,Laptop,Chicago,9,1898.04,17082.36,Debit Card,1965.52,15116.84
2023-11-17,Monitor,Phoenix,4,1907.08,7628.32,Bank Transfer,1428.78,6199.54
2023-02-17,Laptop,Phoenix,11,1911.59,21027.49,Cash,896.06,20131.43
2023-10-22,Tablet,Chicago,1,518.72,518.72,Cash,154.13,364.59
2023-09-04,Monitor,Houston,3,1836.22,5508.66,Cash,887.13,4621.53
2023-08-29,Monitor,Houston,11,1603.54,17638.94,Cash,5.4,17633.54
2023-01-13,Monitor,Phoenix,13,1100.95,14312.35,Cash,3329.07,10983.28
2023-03-31,Keyboard,Los Angeles,7,1578.18,11047.26,Credit Card,3261.07,7786.19
2023-10-10,Headphones,Houston,4,367.58,1470.32,Bank Transfer,279.43,1190.89
2023-10-07,Mouse,Phoenix,2,1011.58,2023.16,Bank Transfer,570.37,1452.79
2023-06-28,Laptop,Houston,6,988.58,5931.48,Debit Card,869.52,5061.96
2023-01-29,Tablet,Houston,20,1961.16,39223.2,Credit Card,8037.78,31185.42
2023-08-05,Keyboard,Phoenix,12,1446.08,17352.96,Cash,5047.0,12305.96
2023-06-13,Headphones,Phoenix,14,562.29,7872.06,Bank Transfer,2089.97,5782.09
2023-01-25,Headphones,Phoenix,19,70.1,1331.9,Bank Transfer,330.95,1000.95
2023-03-21,Keyboard,New York,8,844.93,6759.44,Credit Card,358.58,6400.86
2023-03-31,Keyboard,Los Angeles,9,1337.34,12036.06,Debit Card,2140.39,9895.67
2023-02-16,Monitor,Los Angeles,17,1197.33,20354.61,Online Payment,3138.21,17216.4
2023-09-09,Smartphone,Los Angeles,11,1189.69,13086.59,Debit Card,3580.27,9506.32
2023-04-26,Monitor,New York,14,118.73,1662.22,Cash,267.32,1394.9
2023-08-11,Tablet,New York,6,101.4,608.4,Online Payment,29.8,578.6
2023-11-16,Monitor,New York,6,607.19,3643.14,Cash,435.66,3207.48
2023-09-21,Monitor,Phoenix,3,49.95,149.85,Debit Card,5.51,144.34
2023-12-03,Smartphone,Houston,2,43.56,87.12,Bank Transfer,18.98,68.14
2023-01-14,Tablet,New York,15,855.59,12833.85,Online Payment,3243.8,9590.05
2023-04-12,Tablet,Houston,14,669.56,9373.84,Online Payment,1779.79,7594.05
2023-05-23,Tablet,Houston,18,1354.84,24387.12,Cash,2080.32,22306.8
2023-03-11,Mouse,Houston,3,1418.27,4254.81,Debit Card,1007.23,3247.58
2023-10-17,Keyboard,New York,1,873.47,873.47,Online Payment,121.06,752.41
2023-04-27,Headphones,Phoenix,10,1042.37,10423.7,Credit Card,2294.96,8128.74
2023-07-05,Headphones,Houston,18,800.09,14401.62,Cash,3080.2,11321.42
2023-04-12,Keyboard,New York,14,298.38,4177.32,Debit Card,729.86,3447.46
2023-05-01,Headphones,Houston,12,749.56,8994.72,Cash,66.31,8928.41
2023-11-02,Keyboard,Phoenix,9,107.94,971.46,Bank Transfer,89.48,881.98
2023-04-07,Keyboard,Chicago,6,635.03,3810.18,Bank Transfer,481.47,3328.71
2023-08-27,Keyboard,Phoenix,5,572.07,2860.35,Online Payment,46.74,2813.61
2023-03-30,Keyboard,Houston,13,1403.24,18242.12,Bank Transfer,2716.92,15525.2
2023-07-12,Tablet,Chicago,19,293.02,5567.38,Debit Card,498.8,5068.58
2023-03-19,Keyboard,Los Angeles,3,1175.8,3527.4,Bank Transfer,510.99,3016.41
2023-06-25,Keyboard,New York,7,1310.03,9170.21,Online Payment,493.33,8676.88
2023-05-15,Smartphone,Chicago,4,1674.28,6697.12,Debit Card,937.29,5759.83
2023-06-30,Headphones,Los Angeles,11,1500.49,16505.39,Debit Card,834.56,15670.83
2023-07-14,Headphones,Chicago,5,467.19,2335.95,Cash,364.11,1971.84
2023-05-03,Keyboard,New York,20,548.57,10971.4,Online Payment,2764.7,8206.7
2023-09-25,Smartphone,Phoenix,8,1302.29,10418.32,Bank Transfer,216.44,10201.88
2023-07-24,Monitor,New York,1,1271.65,1271.65,Debit Card,352.24,919.41
2023-08-07,Smartphone,Chicago,16,729.39,11670.24,Online Payment,2773.39,8896.85
2023-09-16,Smartphone,New York,18,1702.63,30647.34,Cash,6197.75,24449.59
2023-07-18,Monitor,Houston,18,1008.87,18159.66,Debit Card,3731.63,14428.03
2023-12-15,Tablet,Phoenix,10,837.37,8373.7,Debit Card,431.81,7941.89
2023-10-12,Monitor,Phoenix,6,1386.61,8319.66,Debit Card,1955.43,6364.23
2023-05-31,Mouse,Los Angeles,15,1549.94,23249.1,Bank Transfer,4155.16,19093.94
2023-04-12,Monitor,Phoenix,13,1512.39,19661.07,Bank Transfer,4204.38,15456.69
2023-01-07,Laptop,Chicago,2,612.65,1225.3,Cash,269.7,955.6
2023-10-12,Tablet,New York,16,320.36,5125.76,Cash,1032.36,4093.4
2023-12-02,Smartphone,Chicago,1,1139.8,1139.8,Debit Card,166.72,973.08
2023-07-12,Tablet,Los Angeles,6,1643.58,9861.48,Cash,1817.57,8043.91
2023-11-23,Monitor,Los Angeles,11,615.89,6774.79,Online Payment,1633.18,5141.61
2023-03-17,Monitor,New York,3,1041.94,3125.82,Bank Transfer,338.11,2787.71
2023-10-30,Tablet,New York,6,1360.14,8160.84,Cash,645.68,7515.16
2023-03-27,Laptop,Chicago,18,537.95,9683.1,Cash,2265.01,7418.09
2023-11-06,Headphones,Los Angeles,6,982.89,5897.34,Online Payment,1623.33,4274.01
2023-01-02,Tablet,Houston,12,1387.54,16650.48,Cash,4939.23,11711.25
2023-10-30,Laptop,Los Angeles,6,31.2,187.2,Cash,27.48,159.72
2023-03-10,Smartphone,New York,13,893.98,11621.74,Cash,234.23,11387.51
2023-04-19,Headphones,Phoenix,4,569.86,2279.44,Debit Card,544.79,1734.65
2023-06-11,Monitor,Houston,16,1370.6,21929.6,Credit Card,3666.3,18263.3
2023-06-11,Tablet,Chicago,12,976.46,11717.52,Credit Card,1569.04,10148.48
2023-09-25,Headphones,Phoenix,19,578.35,10988.65,Debit Card,590.45,10398.2
2023-08-29,Mouse,Phoenix,5,262.31,1311.55,Debit Card,154.51,1157.04
2023-08-12,Smartphone,Los Angeles,20,1391.6,27832.0,Bank Transfer,8278.46,19553.54
2023-04-06,Smartphone,Los Angeles,13,1809.38,23521.94,Bank Transfer,4971.58,18550.36
2023-08-28,Tablet,Houston,20,1157.15,23143.0,Debit Card,4037.07,19105.93
2023-11-05,Mouse,Phoenix,13,832.74,10825.62,Debit Card,1563.03,9262.59
2023-11-12,Laptop,Los Angeles,5,1220.32,6101.6,Online Payment,1264.29,4837.31
2023-10-23,Laptop,New York,3,431.85,1295.55,Debit Card,240.85,1054.7
2023-06-02,Laptop,Los Angeles,20,1143.79,22875.8,Credit Card,6403.57,16472.23
2023-06-10,Keyboard,Los Angeles,15,1827.86,27417.9,Debit Card,7616.73,19801.17
2023-08-27,Smartphone,Phoenix,14,1830.37,25625.18,Debit Card,652.05,24973.13
2023-07-16,Keyboard,Chicago,18,50.78,914.04,Online Payment,189.24,724.8
2023-09-13,Tablet,Phoenix,14,575.83,8061.62,Bank Transfer,388.85,7672.77
2023-03-30,Headphones,New York,2,1088.97,2177.94,Cash,146.69,2031.25
2023-07-28,Mouse,Los Angeles,8,1819.58,14556.64,Cash,57.52,14499.12
2023-07-17,Headphones,Los Angeles,3,1947.88,5843.64,Cash,1423.04,4420.6
2023-01-08,Keyboard,Chicago,17,689.93,11728.81,Bank Transfer,1387.01,10341.8
2023-10-28,Keyboard,Los Angeles,16,32.59,521.44,Debit Card,73.14,448.3
2023-12-25,Mouse,Los Angeles,5,340.61,1703.05,Bank Transfer,180.75,1522.3
2023-10-03,Monitor,Phoenix,10,1457.79,14577.9,Debit Card,598.01,13979.89
2023-12-03,Headphones,Houston,1,813.79,813.79,Online Payment,47.42,766.37
2023-05-21,Mouse,New York,17,1975.16,33577.72,Bank Transfer,2429.77,31147.95
2023-06-28,Smartphone,Phoenix,2,363.25,726.5,Bank Transfer,81.83,644.67
2023-02-04,Smartphone,New York,11,764.1,8405.1,Credit Card,1767.72,6637.38
2023-01-31,Monitor,Phoenix,9,1340.22,12061.98,Credit Card,1252.68,10809.3
2023-05-08,Headphones,New York,4,378.1,1512.4,Credit Card,135.84,1376.56
2023-04-22,Mouse,Los Angeles,13,1613.67,20977.71,Online Payment,6229.85,14747.86
2023-06-29,Tablet,Phoenix,1,976.57,976.57,Credit Card,44.55,932.02
2023-05-09,Mouse,New York,10,932.8,9328.0,Bank Transfer,2091.35,7236.65
2023-06-14,Mouse,Chicago,10,662.63,6626.3,Cash,670.07,5956.23
2023-08-15,Mouse,Los Angeles,19,1559.71,29634.49,Bank Transfer,5234.26,24400.23
2023-07-06,Tablet,Chicago,15,1024.18,15362.7,Online Payment,2476.55,12886.15
2023-07-28,Monitor,Los Angeles,3,555.47,1666.41,Cash,1.2,1665.21
2023-05-10,Laptop,Chicago,5,335.24,1676.2,Online Payment,390.19,1286.01
2023-07-22,Monitor,Houston,4,1170.47,4681.88,Debit Card,152.06,4529.82
2023-11-09,Headphones,Chicago,14,1663.02,23282.28,Bank Transfer,1019.26,22263.02
2023-09-01,Headphones,Los Angeles,18,1027.21,18489.78,Bank Transfer,2161.2,16328.58
2023-10-28,Laptop,Chicago,20,1856.87,37137.4,Bank Transfer,2250.01,34887.39
2023-02-20,Headphones,Chicago,16,1582.46,25319.36,Online Payment,959.57,24359.79
2023-12-03,Headphones,Chicago,10,636.34,6363.4,Credit Card,1478.64,4884.76
2023-06-11,Mouse,New York,7,1520.02,10640.14,Bank Transfer,2581.31,8058.83
2023-01-31,Laptop,Chicago,17,1198.81,20379.77,Debit Card,4503.49,15876.28
2023-05-27,Monitor,Chicago,19,1710.78,32504.82,Online Payment,8873.23,23631.59
2023-11-16,Monitor,Houston,8,1135.12,9080.96,Credit Card,1841.55,7239.41
2023-05-04,Mouse,New York,4,120.44,481.76,Bank Transfer,139.23,342.53
2023-05-18,Laptop,Chicago,13,239.6,3114.8,Credit Card,49.42,3065.38
2023-10-14,Monitor,Los Angeles,7,1307.74,9154.18,Online Payment,2706.24,6447.94
2023-02-12,Tablet,Phoenix,6,853.84,5123.04,Bank Transfer,44.7,5078.34
2023-09-08,Tablet,Los Angeles,5,922.02,4610.1,Debit Card,503.6,4106.5
2023-06-26,Keyboard,Los Angeles,4,1217.43,4869.72,Debit Card,914.06,3955.66
2023-07-23,Mouse,Houston,20,1218.2,24364.0,Cash,25.1,24338.9
